#! FIELDS es.morethan file.free der_es.morethan
#! SET min_es.morethan -10.2712
#! SET max_es.morethan 221.297
#! SET nbins_es.morethan  220
#! SET periodic_es.morethan false
  -10.271200000   -0.000000000   -0.000000000
   -9.213810959   -0.130179609   -0.000000000
   -8.156421918   -1.704043612   -0.000000000
   -7.099032877   -7.412568756   -0.000000000
   -6.041643836  -22.118366534   -0.000000000
   -4.984254795  -54.450637879   -0.000000000
   -3.926865753 -116.272932042   -0.000000000
   -2.869476712 -219.747750399   -0.000000000
   -1.812087671 -370.410126665   -0.000000000
   -0.754698630 -559.571822447   -0.000000000
    0.302690411 -762.516765014   -0.000000000
    1.360079452 -945.577324803   -0.000000000
    2.417468493 -1079.552806929   -0.000000000
    3.474857534 -1153.575292028   -0.000000000
    4.532246575 -1178.419524199   -0.000000000
    5.589635616 -1177.367110247   -0.000000000
    6.647024658 -1172.308287960   -0.000000000
    7.704413699 -1174.511148190   -0.000000000
    8.761802740 -1183.129362712   -0.000000000
    9.819191781 -1191.647604368   -0.000000000
   10.876580822 -1194.627233329   -0.000000000
   11.933969863 -1190.540561634   -0.000000000
   12.991358904 -1181.536485367   -0.000000000
   14.048747945 -1169.574141122   -0.000000000
   15.106136986 -1154.335986278   -0.000000000
   16.163526027 -1134.410265315   -0.000000000
   17.220915068 -1109.791621721   -0.000000000
   18.278304110 -1082.648865766   -0.000000000
   19.335693151 -1056.203434310   -0.000000000
   20.393082192 -1032.642987201   -0.000000000
   21.450471233 -1012.120391855   -0.000000000
   22.507860274 -993.138850814   -0.000000000
   23.565249315 -973.869106977   -0.000000000
   24.622638356 -954.069672159   -0.000000000
   25.680027397 -934.517818289   -0.000000000
   26.737416438 -916.223271826   -0.000000000
   27.794805479 -899.671143190   -0.000000000
   28.852194521 -884.989542933   -0.000000000
   29.909583562 -871.390049547   -0.000000000
   30.966972603 -858.156440304   -0.000000000
   32.024361644 -844.308294153   -0.000000000
   33.081750685 -827.419080571   -0.000000000
   34.139139726 -806.304179161   -0.000000000
   35.196528767 -781.488339767   -0.000000000
   36.253917808 -755.744892273   -0.000000000
   37.311306849 -733.044447997   -0.000000000
   38.368695890 -716.186877774   -0.000000000
   39.426084932 -704.590965734   -0.000000000
   40.483473973 -694.697532694   -0.000000000
   41.540863014 -682.054820917   -0.000000000
   42.598252055 -664.090426301   -0.000000000
   43.655641096 -641.491539678   -0.000000000
   44.713030137 -616.578950637   -0.000000000
   45.770419178 -590.760446988   -0.000000000
   46.827808219 -564.110690969   -0.000000000
   47.885197260 -536.230895385   -0.000000000
   48.942586301 -507.888730236   -0.000000000
   49.999975342 -481.402441118   -0.000000000
   51.057364384 -459.363742820   -0.000000000
   52.114753425 -442.779605422   -0.000000000
   53.172142466 -430.201072174   -0.000000000
   54.229531507 -417.954320096   -0.000000000
   55.286920548 -403.811588572   -0.000000000
   56.344309589 -388.246672712   -0.000000000
   57.401698630 -374.233197093   -0.000000000
   58.459087671 -364.698685234   -0.000000000
   59.516476712 -359.930528750   -0.000000000
   60.573865753 -357.371092188   -0.000000000
   61.631254795 -352.934582073   -0.000000000
   62.688643836 -344.376590822   -0.000000000
   63.746032877 -332.701428368   -0.000000000
   64.803421918 -321.725115279   -0.000000000
   65.860810959 -314.251328393   -0.000000000
   66.918200000 -309.931367821   -0.000000000
   67.975589041 -305.625310413   -0.000000000
   69.032978082 -297.345161465   -0.000000000
   70.090367123 -283.935917672   -0.000000000
   71.147756164 -267.495285843   -0.000000000
   72.205145205 -251.565077370   -0.000000000
   73.262534247 -238.364704373   -0.000000000
   74.319923288 -228.031160643   -0.000000000
   75.377312329 -218.987552629   -0.000000000
   76.434701370 -210.136905250   -0.000000000
   77.492090411 -201.446993799   -0.000000000
   78.549479452 -193.172536756   -0.000000000
   79.606868493 -185.436177868   -0.000000000
   80.664257534 -177.317083032   -0.000000000
   81.721646575 -168.012027543   -0.000000000
   82.779035616 -157.929816705   -0.000000000
   83.836424658 -149.116762937   -0.000000000
   84.893813699 -144.021298605   -0.000000000
   85.951202740 -144.213340239   -0.000000000
   87.008591781 -149.654913576   -0.000000000
   88.065980822 -158.567732767   -0.000000000
   89.123369863 -168.357971377   -0.000000000
   90.180758904 -176.556304274   -0.000000000
   91.238147945 -181.522804213   -0.000000000
   92.295536986 -182.902878116   -0.000000000
   93.352926027 -181.437316064   -0.000000000
   94.410315068 -179.318133980   -0.000000000
   95.467704110 -179.637920375   -0.000000000
   96.525093151 -185.183247794   -0.000000000
   97.582482192 -196.382851222   -0.000000000
   98.639871233 -210.684372429   -0.000000000
   99.697260274 -223.902121967   -0.000000000
  100.754649315 -233.403819966   -0.000000000
  101.812038356 -239.439697190   -0.000000000
  102.869427397 -244.302118229   -0.000000000
  103.926816438 -249.365209665   -0.000000000
  104.984205479 -253.624414714   -0.000000000
  106.041594521 -254.316188153   -0.000000000
  107.098983562 -249.337416715   -0.000000000
  108.156372603 -239.979734063   -0.000000000
  109.213761644 -230.684906736   -0.000000000
  110.271150685 -225.991787911   -0.000000000
  111.328539726 -227.950090600   -0.000000000
  112.385928767 -234.572982940   -0.000000000
  113.443317808 -241.817908212   -0.000000000
  114.500706849 -246.034106818   -0.000000000
  115.558095890 -246.075281792   -0.000000000
  116.615484932 -242.641660474   -0.000000000
  117.672873973 -237.750880371   -0.000000000
  118.730263014 -232.957668174   -0.000000000
  119.787652055 -229.327245046   -0.000000000
  120.845041096 -227.537141585   -0.000000000
  121.902430137 -228.369303867   -0.000000000
  122.959819178 -232.295210210   -0.000000000
  124.017208219 -238.929361977   -0.000000000
  125.074597260 -247.098528220   -0.000000000
  126.131986301 -254.736195353   -0.000000000
  127.189375342 -259.890776374   -0.000000000
  128.246764384 -262.172190245   -0.000000000
  129.304153425 -263.458818587   -0.000000000
  130.361542466 -266.634112017   -0.000000000
  131.418931507 -273.659438002   -0.000000000
  132.476320548 -284.258959681   -0.000000000
  133.533709589 -295.696463159   -0.000000000
  134.591098630 -305.313747736   -0.000000000
  135.648487671 -312.354994530   -0.000000000
  136.705876712 -318.008478049   -0.000000000
  137.763265753 -323.998598275   -0.000000000
  138.820654795 -330.115888301   -0.000000000
  139.878043836 -334.568536440   -0.000000000
  140.935432877 -335.948671568   -0.000000000
  141.992821918 -334.783848492   -0.000000000
  143.050210959 -333.843372238   -0.000000000
  144.107600000 -336.233277197   -0.000000000
  145.164989041 -343.062808480   -0.000000000
  146.222378082 -353.594890405   -0.000000000
  147.279767123 -365.779950839   -0.000000000
  148.337156164 -378.102623421   -0.000000000
  149.394545205 -390.308263603   -0.000000000
  150.451934247 -402.005678801   -0.000000000
  151.509323288 -412.716474057   -0.000000000
  152.566712329 -422.327161456   -0.000000000
  153.624101370 -431.220101768   -0.000000000
  154.681490411 -440.810858601   -0.000000000
  155.738879452 -452.390636130   -0.000000000
  156.796268493 -465.505096403   -0.000000000
  157.853657534 -478.378107416   -0.000000000
  158.911046575 -488.962655330   -0.000000000
  159.968435616 -496.105430460   -0.000000000
  161.025824658 -500.919455470   -0.000000000
  162.083213699 -505.823209461   -0.000000000
  163.140602740 -512.786703040   -0.000000000
  164.197991781 -523.244380298   -0.000000000
  165.255380822 -537.060937938   -0.000000000
  166.312769863 -553.107571119   -0.000000000
  167.370158904 -570.035441420   -0.000000000
  168.427547945 -585.924860269   -0.000000000
  169.484936986 -598.973014367   -0.000000000
  170.542326027 -608.728379979   -0.000000000
  171.599715068 -616.143369868   -0.000000000
  172.657104110 -623.666727116   -0.000000000
  173.714493151 -633.633054161   -0.000000000
  174.771882192 -646.607376378   -0.000000000
  175.829271233 -661.029622074   -0.000000000
  176.886660274 -674.302355777   -0.000000000
  177.944049315 -685.377247806   -0.000000000
  179.001438356 -695.860166376   -0.000000000
  180.058827397 -708.372001279   -0.000000000
  181.116216438 -724.098590994   -0.000000000
